id,date,state_name,state_code,airport,freight
532,01-10-2021,Uttar Pradesh,9,Varanasi,0
533,01-10-2021,Kerala,32,Calicut,1507
534,01-10-2021,Punjab,3,Amritsar,82
535,01-10-2021,Tamil Nadu,33,Coimbatore,89
536,01-10-2021,Andhra Pradesh,28,Vijayawada,0
537,01-10-2021,Manipur,14,Imphal,0
538,01-10-2021,Andaman and Nicobar Islands,35,Portblair,0
539,01-10-2021,Tamil Nadu,33,Trichy,433
540,01-10-2021,Andhra Pradesh,28,Tirupati,0
541,01-10-2021,Uttar Pradesh,9,Kushinagar,0
542,01-10-2021,Gujarat,24,Ahmedabad,4375
543,01-10-2021,Uttar Pradesh,9,Lucknow,288
544,01-10-2021,Karnataka,29,Manglore,94
545,01-10-2021,Assam,18,Guwahati,0
546,01-10-2021,Rajasthan,8,Jaipur,16
547,01-10-2021,Kerala,32,Trivandrum,1348
548,01-10-2021,Delhi,7,Delhi,57295
549,01-10-2021,Maharashtra,27,Mumbai,50638
550,01-10-2021,Karnataka,29,Bangalore,25657
551,01-10-2021,Telangana,36,Hyderabad,6646
552,01-10-2021,Kerala,32,Cochin,4016
553,01-10-2021,Maharashtra,27,Nagpur,66
554,01-10-2021,Kerala,32,Kannur,99
555,01-10-2021,Bihar,10,Patna,0
556,01-10-2021,Maharashtra,27,Pune,0
557,01-10-2021,West Bengal,19,Bagdora,0
558,01-10-2021,Chandigarh,4,Chandigarh,0
559,01-10-2021,Andhra Pradesh,28,Visakhapatnam,0
560,01-10-2021,Madhya Pradesh,23,Indore,5
561,01-10-2021,Tamil Nadu,33,Madurai,22
562,01-10-2021,Gujarat,24,Surat,0
563,01-10-2021,Maharashtra,27,Aurangabad,0
564,01-10-2021,Bihar,10,Gaya,0
565,01-11-2021,West Bengal,19,Kolkata,4984
566,01-11-2021,Tamil Nadu,33,Chennai,21439
567,01-11-2021,Goa,30,Goa,76
568,01-11-2021,Jammu and Kashmir,1,Srinagar,0
569,01-11-2021,Odisha,21,Bhubaneswar,0
570,01-11-2021,Uttar Pradesh,9,Varanasi,16
571,01-11-2021,Kerala,32,Calicut,1287
572,01-11-2021,Punjab,3,Amritsar,85
573,01-11-2021,Tamil Nadu,33,Coimbatore,48
574,01-11-2021,Andhra Pradesh,28,Vijayawada,0
575,01-11-2021,Manipur,14,Imphal,0
576,01-11-2021,Andaman and Nicobar Islands,35,Portblair,0
577,01-11-2021,Tamil Nadu,33,Trichy,548
578,01-11-2021,Andhra Pradesh,28,Tirupati,0
579,01-11-2021,Uttar Pradesh,9,Kushinagar,0
580,01-11-2021,Gujarat,24,Ahmedabad,3996
581,01-11-2021,Uttar Pradesh,9,Lucknow,310
582,01-11-2021,Karnataka,29,Manglore,86
583,01-11-2021,Assam,18,Guwahati,0
584,01-11-2021,Rajasthan,8,Jaipur,16
585,01-11-2021,Kerala,32,Trivandrum,1070
586,01-11-2021,Delhi,7,Delhi,48147
587,01-11-2021,Maharashtra,27,Mumbai,44386
588,01-11-2021,Karnataka,29,Bangalore,22590
589,01-11-2021,Telangana,36,Hyderabad,6351
590,01-11-2021,Kerala,32,Cochin,3408
591,01-11-2021,Maharashtra,27,Nagpur,89
592,01-11-2021,Kerala,32,Kannur,231
593,01-11-2021,Bihar,10,Patna,0
594,01-11-2021,Maharashtra,27,Pune,0
595,01-11-2021,West Bengal,19,Bagdora,0
596,01-11-2021,Chandigarh,4,Chandigarh,0
597,01-11-2021,Andhra Pradesh,28,Visakhapatnam,0
598,01-11-2021,Madhya Pradesh,23,Indore,9
599,01-11-2021,Tamil Nadu,33,Madurai,25
600,01-11-2021,Gujarat,24,Surat,0
601,01-11-2021,Maharashtra,27,Aurangabad,0
602,01-11-2021,Bihar,10,Gaya,0
603,01-12-2021,West Bengal,19,Kolkata,4169
604,01-12-2021,Tamil Nadu,33,Chennai,22618
605,01-12-2021,Goa,30,Goa,80
606,01-12-2021,Jammu and Kashmir,1,Srinagar,0
607,01-12-2021,Odisha,21,Bhubaneswar,0
608,01-12-2021,Uttar Pradesh,9,Varanasi,67
609,01-12-2021,Kerala,32,Calicut,629
610,01-12-2021,Punjab,3,Amritsar,70
611,01-12-2021,Tamil Nadu,33,Coimbatore,55
612,01-12-2021,Andhra Pradesh,28,Vijayawada,0
613,01-12-2021,Manipur,14,Imphal,0
614,01-12-2021,Andaman and Nicobar Islands,35,Portblair,0
615,01-12-2021,Tamil Nadu,33,Trichy,574
616,01-12-2021,Andhra Pradesh,28,Tirupati,0
617,01-12-2021,Uttar Pradesh,9,Kushinagar,0
618,01-12-2021,Gujarat,24,Ahmedabad,4209
619,01-12-2021,Uttar Pradesh,9,Lucknow,302
620,01-12-2021,Karnataka,29,Manglore,90
621,01-12-2021,Assam,18,Guwahati,0
622,01-12-2021,Rajasthan,8,Jaipur,23
623,01-12-2021,Kerala,32,Trivandrum,1042
624,01-12-2021,Delhi,7,Delhi,51508
625,01-12-2021,Maharashtra,27,Mumbai,47917
626,01-12-2021,Karnataka,29,Bangalore,22336
627,01-12-2021,Telangana,36,Hyderabad,6691
628,01-12-2021,Kerala,32,Cochin,3653
629,01-12-2021,Maharashtra,27,Nagpur,34
630,01-12-2021,Kerala,32,Kannur,164
631,01-12-2021,Bihar,10,Patna,0
632,01-12-2021,Maharashtra,27,Pune,0
633,01-12-2021,West Bengal,19,Bagdora,0
634,01-12-2021,Chandigarh,4,Chandigarh,0
635,01-12-2021,Andhra Pradesh,28,Visakhapatnam,0
636,01-12-2021,Madhya Pradesh,23,Indore,8
637,01-12-2021,Tamil Nadu,33,Madurai,18
638,01-12-2021,Gujarat,24,Surat,0
639,01-12-2021,Maharashtra,27,Aurangabad,0
640,01-12-2021,Bihar,10,Gaya,0
641,01-01-2020,Tamil Nadu,33,Chennai,23143
642,01-01-2020,West Bengal,19,Kolkata,4673
643,01-01-2020,Gujarat,24,Ahmedabad,3097
644,01-01-2020,Goa,30,Goa,104
645,01-01-2020,Assam,18,Guwahati,7
646,01-01-2020,Uttar Pradesh,9,Lucknow,226
647,01-01-2020,Rajasthan,8,Jaipur,248
648,01-01-2020,Kerala,32,Trivandrum,1801
649,01-01-2020,Odisha,21,Bhubaneswar,0
650,01-01-2020,Kerala,32,Calicut,1694
651,01-01-2020,Tamil Nadu,33,Coimbatore,178
652,01-01-2020,Uttar Pradesh,9,Varanasi,0
653,01-01-2020,Jammu and Kashmir,1,Srinagar,0
654,01-01-2020,Punjab,3,Amritsar,73
655,01-01-2020,Karnataka,29,Mangalore,148
656,01-01-2020,Andaman and Nicobar Islands,35,Portblair,0
657,01-01-2020,Tamil Nadu,33,Trichy,601
658,01-01-2020,Manipur,14,Imphal,0
659,01-01-2020,Andhra Pradesh,28,Vijayawada,0
660,01-01-2020,Andhra Pradesh,28,Tirupati,0
661,01-01-2020,Delhi,7,Delhi,50326
662,01-01-2020,Maharashtra,27,Mumbai,51828
663,01-01-2020,Karnataka,29,Bangalore,18363
664,01-01-2020,Telangana,36,Hyderabad,6497
665,01-01-2020,Kerala,32,Cochin,5042
666,01-01-2020,Maharashtra,27,Nagpur,83
667,01-01-2020,Kerala,32,Kannur,0
668,01-01-2020,Maharashtra,27,Pune,39
669,01-01-2020,Bihar,10,Patna,0
670,01-01-2020,West Bengal,19,Bagdogra,0
671,01-01-2020,Andhra Pradesh,28,Visakhapatnam,37
672,01-01-2020,Chandigarh,4,Chandigarh,0
673,01-01-2020,Tamil Nadu,33,Madurai,126
674,01-01-2020,Gujarat,24,Surat,0
675,01-01-2020,Maharashtra,27,Aurangabad,0
676,01-01-2020,Bihar,10,Gaya,0
677,01-01-2020,Madhya Pradesh,23,Indore,0
678,01-02-2020,Tamil Nadu,33,Chennai,20749
679,01-02-2020,West Bengal,19,Kolkata,3936
680,01-02-2020,Gujarat,24,Ahmedabad,3327
681,01-02-2020,Goa,30,Goa,55
682,01-02-2020,Assam,18,Guwahati,0
683,01-02-2020,Uttar Pradesh,9,Lucknow,205
684,01-02-2020,Rajasthan,8,Jaipur,196
685,01-02-2020,Kerala,32,Trivandrum,1620
686,01-02-2020,Odisha,21,Bhubaneswar,6
687,01-02-2020,Kerala,32,Calicut,2370
688,01-02-2020,Tamil Nadu,33,Coimbatore,233
689,01-02-2020,Uttar Pradesh,9,Varanasi,0
690,01-02-2020,Jammu and Kashmir,1,Srinagar,0
691,01-02-2020,Punjab,3,Amritsar,83
692,01-02-2020,Karnataka,29,Mangalore,316
693,01-02-2020,Andaman and Nicobar Islands,35,Portblair,0
694,01-02-2020,Tamil Nadu,33,Trichy,777
695,01-02-2020,Manipur,14,Imphal,0
696,01-02-2020,Andhra Pradesh,28,Vijayawada,0
697,01-02-2020,Andhra Pradesh,28,Tirupati,0
698,01-02-2020,Delhi,7,Delhi,47331
699,01-02-2020,Maharashtra,27,Mumbai,49453
700,01-02-2020,Karnataka,29,Bangalore,19063
701,01-02-2020,Telangana,36,Hyderabad,6897
702,01-02-2020,Kerala,32,Cochin,4622
703,01-02-2020,Maharashtra,27,Nagpur,30
704,01-02-2020,Kerala,32,Kannur,0
705,01-02-2020,Maharashtra,27,Pune,57
706,01-02-2020,Bihar,10,Patna,0
707,01-02-2020,West Bengal,19,Bagdogra,0
708,01-02-2020,Andhra Pradesh,28,Visakhapatnam,32
709,01-02-2020,Chandigarh,4,Chandigarh,0
710,01-02-2020,Tamil Nadu,33,Madurai,150
711,01-02-2020,Gujarat,24,Surat,0
712,01-02-2020,Maharashtra,27,Aurangabad,0
713,01-02-2020,Bihar,10,Gaya,0
714,01-02-2020,Madhya Pradesh,23,Indore,25
715,01-03-2020,Tamil Nadu,33,Chennai,28699
716,01-03-2020,West Bengal,19,Kolkata,5516
717,01-03-2020,Gujarat,24,Ahmedabad,3782
718,01-03-2020,Goa,30,Goa,132
719,01-03-2020,Assam,18,Guwahati,0
720,01-03-2020,Uttar Pradesh,9,Lucknow,0
721,01-03-2020,Rajasthan,8,Jaipur,1211
722,01-03-2020,Kerala,32,Trivandrum,2289
723,01-03-2020,Odisha,21,Bhubaneswar,0
724,01-03-2020,Kerala,32,Calicut,2113
725,01-03-2020,Tamil Nadu,33,Coimbatore,277
726,01-03-2020,Uttar Pradesh,9,Varanasi,0
727,01-03-2020,Jammu and Kashmir,1,Srinagar,0
728,01-03-2020,Punjab,3,Amritsar,0
729,01-03-2020,Karnataka,29,Mangalore,226
730,01-03-2020,Andaman and Nicobar Islands,35,Portblair,0
731,01-03-2020,Tamil Nadu,33,Trichy,720
732,01-03-2020,Manipur,14,Imphal,0
733,01-03-2020,Andhra Pradesh,28,Vijayawada,0
734,01-03-2020,Andhra Pradesh,28,Tirupati,0
735,01-03-2020,Delhi,7,Delhi,55226
736,01-03-2020,Maharashtra,27,Mumbai,60233
737,01-03-2020,Karnataka,29,Bangalore,21568
738,01-03-2020,Telangana,36,Hyderabad,7766
739,01-03-2020,Kerala,32,Cochin,5162
740,01-03-2020,Maharashtra,27,Nagpur,58
741,01-03-2020,Kerala,32,Kannur,0
742,01-03-2020,Maharashtra,27,Pune,9
743,01-03-2020,Bihar,10,Patna,0
744,01-03-2020,West Bengal,19,Bagdogra,0
745,01-03-2020,Andhra Pradesh,28,Visakhapatnam,52
746,01-03-2020,Chandigarh,4,Chandigarh,0
747,01-03-2020,Tamil Nadu,33,Madurai,198
748,01-03-2020,Gujarat,24,Surat,0
749,01-03-2020,Maharashtra,27,Aurangabad,0
750,01-03-2020,Bihar,10,Gaya,0
751,01-03-2020,Madhya Pradesh,23,Indore,0
752,01-04-2020,Tamil Nadu,33,Chennai,24754
753,01-04-2020,West Bengal,19,Kolkata,5153
754,01-04-2020,Gujarat,24,Ahmedabad,4192
755,01-04-2020,Goa,30,Goa,159
756,01-04-2020,Assam,18,Guwahati,0
757,01-04-2020,Uttar Pradesh,9,Lucknow,368
758,01-04-2020,Rajasthan,8,Jaipur,240
759,01-04-2020,Kerala,32,Trivandrum,2066
760,01-04-2020,Odisha,21,Bhubaneswar,0
761,01-04-2020,Kerala,32,Calicut,2340
762,01-04-2020,Tamil Nadu,33,Coimbatore,215
763,01-04-2020,Uttar Pradesh,9,Varanasi,2
764,01-04-2020,Jammu and Kashmir,1,Srinagar,0
765,01-04-2020,Punjab,3,Amritsar,201
766,01-04-2020,Karnataka,29,Mangalore,250
767,01-04-2020,Andaman and Nicobar Islands,35,Portblair,0
768,01-04-2020,Tamil Nadu,33,Trichy,672
769,01-04-2020,Manipur,14,Imphal,0
770,01-04-2020,Andhra Pradesh,28,Vijayawada,0
771,01-04-2020,Andhra Pradesh,28,Tirupati,0
772,01-04-2020,Delhi,7,Delhi,52204
773,01-04-2020,Maharashtra,27,Mumbai,48712
774,01-04-2020,Karnataka,29,Bangalore,19610
775,01-04-2020,Telangana,36,Hyderabad,7193
776,01-04-2020,Kerala,32,Cochin,5001
777,01-04-2020,Maharashtra,27,Nagpur,79
778,01-04-2020,Kerala,32,Kannur,0
779,01-04-2020,Maharashtra,27,Pune,3
780,01-04-2020,Bihar,10,Patna,0
781,01-04-2020,West Bengal,19,Bagdogra,0
782,01-04-2020,Andhra Pradesh,28,Visakhapatnam,42
783,01-04-2020,Chandigarh,4,Chandigarh,0
784,01-04-2020,Tamil Nadu,33,Madurai,160
785,01-04-2020,Gujarat,24,Surat,0
786,01-04-2020,Maharashtra,27,Aurangabad,0
787,01-04-2020,Bihar,10,Gaya,0
788,01-04-2020,Madhya Pradesh,23,Indore,29
789,01-05-2020,Tamil Nadu,33,Chennai,24168
790,01-05-2020,West Bengal,19,Kolkata,4969
791,01-05-2020,Gujarat,24,Ahmedabad,4045
792,01-05-2020,Goa,30,Goa,138
793,01-05-2020,Assam,18,Guwahati,0
794,01-05-2020,Uttar Pradesh,9,Lucknow,383
795,01-05-2020,Rajasthan,8,Jaipur,198
796,01-05-2020,Kerala,32,Trivandrum,1915
797,01-05-2020,Odisha,21,Bhubaneswar,0
798,01-05-2020,Kerala,32,Calicut,2343
799,01-05-2020,Tamil Nadu,33,Coimbatore,259
800,01-05-2020,Uttar Pradesh,9,Varanasi,3
801,01-05-2020,Jammu and Kashmir,1,Srinagar,0
802,01-05-2020,Punjab,3,Amritsar,146
803,01-05-2020,Karnataka,29,Mangalore,217
804,01-05-2020,Andaman and Nicobar Islands,35,Portblair,0
805,01-05-2020,Tamil Nadu,33,Trichy,670
806,01-05-2020,Manipur,14,Imphal,0
807,01-05-2020,Andhra Pradesh,28,Vijayawada,0
808,01-05-2020,Andhra Pradesh,28,Tirupati,0
809,01-05-2020,Delhi,7,Delhi,53305
810,01-05-2020,Maharashtra,27,Mumbai,55028
811,01-05-2020,Karnataka,29,Bangalore,19968
812,01-05-2020,Telangana,36,Hyderabad,7772
813,01-05-2020,Kerala,32,Cochin,5501
814,01-05-2020,Maharashtra,27,Nagpur,31
815,01-05-2020,Kerala,32,Kannur,0
816,01-05-2020,Maharashtra,27,Pune,2
817,01-05-2020,Bihar,10,Patna,0
818,01-05-2020,West Bengal,19,Bagdogra,0
819,01-05-2020,Andhra Pradesh,28,Visakhapatnam,20
820,01-05-2020,Chandigarh,4,Chandigarh,0
821,01-05-2020,Tamil Nadu,33,Madurai,119
822,01-05-2020,Gujarat,24,Surat,0
823,01-05-2020,Maharashtra,27,Aurangabad,0
824,01-05-2020,Bihar,10,Gaya,0
825,01-05-2020,Madhya Pradesh,23,Indore,171
826,01-06-2020,Tamil Nadu,33,Chennai,12910
827,01-06-2020,West Bengal,19,Kolkata,2468
828,01-06-2020,Gujarat,24,Ahmedabad,637
829,01-06-2020,Goa,30,Goa,1
830,01-06-2020,Assam,18,Guwahati,0
831,01-06-2020,Uttar Pradesh,9,Lucknow,71
832,01-06-2020,Rajasthan,8,Jaipur,0
833,01-06-2020,Kerala,32,Trivandrum,1372
834,01-06-2020,Odisha,21,Bhubaneswar,0
835,01-06-2020,Kerala,32,Calicut,954
836,01-06-2020,Tamil Nadu,33,Coimbatore,75
837,01-06-2020,Uttar Pradesh,9,Varanasi,0
838,01-06-2020,Jammu and Kashmir,1,Srinagar,0
839,01-06-2020,Punjab,3,Amritsar,0
840,01-06-2020,Karnataka,29,Mangalore,68
841,01-06-2020,Andaman and Nicobar Islands,35,Portblair,0
842,01-06-2020,Tamil Nadu,33,Trichy,200
843,01-06-2020,Manipur,14,Imphal,0
844,01-06-2020,Andhra Pradesh,28,Vijayawada,0
845,01-06-2020,Andhra Pradesh,28,Tirupati,0
846,01-06-2020,Delhi,7,Delhi,32614
847,01-06-2020,Maharashtra,27,Mumbai,31618
848,01-06-2020,Karnataka,29,Bangalore,16236
849,01-06-2020,Telangana,36,Hyderabad,4798
850,01-06-2020,Kerala,32,Cochin,3039
851,01-06-2020,Maharashtra,27,Nagpur,0
852,01-06-2020,Kerala,32,Kannur,0
853,01-06-2020,Maharashtra,27,Pune,0
854,01-06-2020,Bihar,10,Patna,0
855,01-06-2020,West Bengal,19,Bagdogra,0
856,01-06-2020,Andhra Pradesh,28,Visakhapatnam,0
857,01-06-2020,Chandigarh,4,Chandigarh,0
858,01-06-2020,Tamil Nadu,33,Madurai,1
859,01-06-2020,Gujarat,24,Surat,0
860,01-06-2020,Maharashtra,27,Aurangabad,0
861,01-06-2020,Bihar,10,Gaya,0
862,01-06-2020,Madhya Pradesh,23,Indore,5
863,01-07-2020,Tamil Nadu,33,Chennai,15811
864,01-07-2020,West Bengal,19,Kolkata,3276
865,01-07-2020,Gujarat,24,Ahmedabad,4418
866,01-07-2020,Goa,30,Goa,0
867,01-07-2020,Assam,18,Guwahati,0
868,01-07-2020,Uttar Pradesh,9,Lucknow,102
869,01-07-2020,Rajasthan,8,Jaipur,0
870,01-07-2020,Kerala,32,Trivandrum,1684
871,01-07-2020,Odisha,21,Bhubaneswar,18
872,01-07-2020,Kerala,32,Calicut,864
873,01-07-2020,Tamil Nadu,33,Coimbatore,111
874,01-07-2020,Uttar Pradesh,9,Varanasi,0
875,01-07-2020,Jammu and Kashmir,1,Srinagar,0
876,01-07-2020,Punjab,3,Amritsar,26
877,01-07-2020,Karnataka,29,Mangalore,65
878,01-07-2020,Andaman and Nicobar Islands,35,Portblair,0
879,01-07-2020,Tamil Nadu,33,Trichy,136
880,01-07-2020,Manipur,14,Imphal,0
881,01-07-2020,Andhra Pradesh,28,Vijayawada,0
882,01-07-2020,Andhra Pradesh,28,Tirupati,0
883,01-07-2020,Delhi,7,Delhi,39752
884,01-07-2020,Maharashtra,27,Mumbai,32295
885,01-07-2020,Karnataka,29,Bangalore,16303
886,01-07-2020,Telangana,36,Hyderabad,5078
887,01-07-2020,Kerala,32,Cochin,3200
888,01-07-2020,Maharashtra,27,Nagpur,0
889,01-07-2020,Kerala,32,Kannur,0
890,01-07-2020,Maharashtra,27,Pune,0
891,01-07-2020,Bihar,10,Patna,0
892,01-07-2020,West Bengal,19,Bagdogra,0
893,01-07-2020,Andhra Pradesh,28,Visakhapatnam,0
894,01-07-2020,Chandigarh,4,Chandigarh,0
895,01-07-2020,Tamil Nadu,33,Madurai,4
896,01-07-2020,Gujarat,24,Surat,0
897,01-07-2020,Maharashtra,27,Aurangabad,0
898,01-07-2020,Bihar,10,Gaya,0
899,01-07-2020,Madhya Pradesh,23,Indore,4
900,01-08-2020,Tamil Nadu,33,Chennai,18959
901,01-08-2020,West Bengal,19,Kolkata,2894
902,01-08-2020,Gujarat,24,Ahmedabad,941
903,01-08-2020,Goa,30,Goa,8
904,01-08-2020,Assam,18,Guwahati,0
905,01-08-2020,Uttar Pradesh,9,Lucknow,109
906,01-08-2020,Rajasthan,8,Jaipur,44
907,01-08-2020,Kerala,32,Trivandrum,2023
908,01-08-2020,Odisha,21,Bhubaneswar,0
909,01-08-2020,Kerala,32,Calicut,1238
910,01-08-2020,Tamil Nadu,33,Coimbatore,104
911,01-08-2020,Uttar Pradesh,9,Varanasi,0
912,01-08-2020,Jammu and Kashmir,1,Srinagar,0
913,01-08-2020,Punjab,3,Amritsar,16
914,01-08-2020,Karnataka,29,Mangalore,109
915,01-08-2020,Andaman and Nicobar Islands,35,Portblair,0
916,01-08-2020,Tamil Nadu,33,Trichy,168
917,01-08-2020,Manipur,14,Imphal,0
918,01-08-2020,Andhra Pradesh,28,Vijayawada,0
919,01-08-2020,Andhra Pradesh,28,Tirupati,0
920,01-08-2020,Delhi,7,Delhi,42530
921,01-08-2020,Maharashtra,27,Mumbai,33084
922,01-08-2020,Karnataka,29,Bangalore,17139
923,01-08-2020,Telangana,36,Hyderabad,5277
924,01-08-2020,Kerala,32,Cochin,3824
925,01-08-2020,Maharashtra,27,Nagpur,0
926,01-08-2020,Kerala,32,Kannur,0
927,01-08-2020,Maharashtra,27,Pune,0
928,01-08-2020,Bihar,10,Patna,0
929,01-08-2020,West Bengal,19,Bagdogra,0
930,01-08-2020,Andhra Pradesh,28,Visakhapatnam,1
931,01-08-2020,Chandigarh,4,Chandigarh,0
932,01-08-2020,Tamil Nadu,33,Madurai,0
933,01-08-2020,Gujarat,24,Surat,0
934,01-08-2020,Maharashtra,27,Aurangabad,0
935,01-08-2020,Bihar,10,Gaya,0
936,01-08-2020,Madhya Pradesh,23,Indore,4
937,01-09-2020,Tamil Nadu,33,Chennai,21862
938,01-09-2020,West Bengal,19,Kolkata,3481
939,01-09-2020,Gujarat,24,Ahmedabad,980
940,01-09-2020,Goa,30,Goa,2
941,01-09-2020,Assam,18,Guwahati,0
942,01-09-2020,Uttar Pradesh,9,Lucknow,86
943,01-09-2020,Rajasthan,8,Jaipur,49
944,01-09-2020,Kerala,32,Trivandrum,1381
945,01-09-2020,Odisha,21,Bhubaneswar,0
946,01-09-2020,Kerala,32,Calicut,937
947,01-09-2020,Tamil Nadu,33,Coimbatore,17
948,01-09-2020,Uttar Pradesh,9,Varanasi,0
949,01-09-2020,Jammu and Kashmir,1,Srinagar,0
950,01-09-2020,Punjab,3,Amritsar,25
951,01-09-2020,Karnataka,29,Mangalore,60
952,01-09-2020,Andaman and Nicobar Islands,35,Portblair,0
953,01-09-2020,Tamil Nadu,33,Trichy,263
954,01-09-2020,Manipur,14,Imphal,0
955,01-09-2020,Andhra Pradesh,28,Vijayawada,0
956,01-09-2020,Andhra Pradesh,28,Tirupati,0
957,01-09-2020,Delhi,7,Delhi,48037
958,01-09-2020,Maharashtra,27,Mumbai,38303
959,01-09-2020,Karnataka,29,Bangalore,19123
960,01-09-2020,Telangana,36,Hyderabad,5954
961,01-09-2020,Kerala,32,Cochin,3241
962,01-09-2020,Maharashtra,27,Nagpur,9
963,01-09-2020,Kerala,32,Kannur,0
964,01-09-2020,Maharashtra,27,Pune,0
965,01-09-2020,Bihar,10,Patna,0
966,01-09-2020,West Bengal,19,Bagdogra,0
967,01-09-2020,Andhra Pradesh,28,Visakhapatnam,0
968,01-09-2020,Chandigarh,4,Chandigarh,0
969,01-09-2020,Tamil Nadu,33,Madurai,4
970,01-09-2020,Gujarat,24,Surat,0
971,01-09-2020,Maharashtra,27,Aurangabad,0
972,01-09-2020,Bihar,10,Gaya,0
973,01-09-2020,Madhya Pradesh,23,Indore,0
974,01-10-2020,Tamil Nadu,33,Chennai,22937
975,01-10-2020,West Bengal,19,Kolkata,3979
976,01-10-2020,Gujarat,24,Ahmedabad,1151
977,01-10-2020,Goa,30,Goa,20
978,01-10-2020,Assam,18,Guwahati,0
979,01-10-2020,Uttar Pradesh,9,Lucknow,97
980,01-10-2020,Rajasthan,8,Jaipur,92
981,01-10-2020,Kerala,32,Trivandrum,893
982,01-10-2020,Odisha,21,Bhubaneswar,0
983,01-10-2020,Kerala,32,Calicut,781
984,01-10-2020,Tamil Nadu,33,Coimbatore,22
985,01-10-2020,Uttar Pradesh,9,Varanasi,0
986,01-10-2020,Jammu and Kashmir,1,Srinagar,0
987,01-10-2020,Punjab,3,Amritsar,67
988,01-10-2020,Karnataka,29,Mangalore,73
989,01-10-2020,Andaman and Nicobar Islands,35,Portblair,0
990,01-10-2020,Tamil Nadu,33,Trichy,285
991,01-10-2020,Manipur,14,Imphal,0
992,01-10-2020,Andhra Pradesh,28,Vijayawada,0
993,01-10-2020,Andhra Pradesh,28,Tirupati,0
994,01-10-2020,Delhi,7,Delhi,48817
995,01-10-2020,Maharashtra,27,Mumbai,42463
996,01-10-2020,Karnataka,29,Bangalore,19620
997,01-10-2020,Telangana,36,Hyderabad,5222
998,01-10-2020,Kerala,32,Cochin,1942
999,01-10-2020,Maharashtra,27,Nagpur,0
1000,01-10-2020,Kerala,32,Kannur,0
1001,01-10-2020,Maharashtra,27,Pune,0
1002,01-10-2020,Bihar,10,Patna,0
1003,01-10-2020,West Bengal,19,Bagdogra,0
1004,01-10-2020,Andhra Pradesh,28,Visakhapatnam,0
1005,01-10-2020,Chandigarh,4,Chandigarh,0
1006,01-10-2020,Tamil Nadu,33,Madurai,22
1007,01-10-2020,Gujarat,24,Surat,0
1008,01-10-2020,Maharashtra,27,Aurangabad,0
1009,01-10-2020,Bihar,10,Gaya,0
1010,01-10-2020,Madhya Pradesh,23,Indore,5
1011,01-11-2020,Tamil Nadu,33,Chennai,22132
1012,01-11-2020,West Bengal,19,Kolkata,3659
1013,01-11-2020,Gujarat,24,Ahmedabad,2690
1014,01-11-2020,Goa,30,Goa,63
1015,01-11-2020,Assam,18,Guwahati,0
1016,01-11-2020,Uttar Pradesh,9,Lucknow,16
1017,01-11-2020,Rajasthan,8,Jaipur,45
1018,01-11-2020,Kerala,32,Trivandrum,799
1019,01-11-2020,Odisha,21,Bhubaneswar,0
1020,01-11-2020,Kerala,32,Calicut,704
1021,01-11-2020,Tamil Nadu,33,Coimbatore,24
1022,01-11-2020,Uttar Pradesh,9,Varanasi,0
1023,01-11-2020,Jammu and Kashmir,1,Srinagar,0
1024,01-11-2020,Punjab,3,Amritsar,78
1025,01-11-2020,Karnataka,29,Mangalore,37
1026,01-11-2020,Andaman and Nicobar Islands,35,Portblair,0
1027,01-11-2020,Tamil Nadu,33,Trichy,306
1028,01-11-2020,Manipur,14,Imphal,0
1029,01-11-2020,Andhra Pradesh,28,Vijayawada,0
1030,01-11-2020,Andhra Pradesh,28,Tirupati,0
1031,01-11-2020,Delhi,7,Delhi,43243
1032,01-11-2020,Maharashtra,27,Mumbai,41975
1033,01-11-2020,Karnataka,29,Bangalore,19248
1034,01-11-2020,Telangana,36,Hyderabad,5535
1035,01-11-2020,Kerala,32,Cochin,1878
1036,01-11-2020,Maharashtra,27,Nagpur,0
1037,01-11-2020,Kerala,32,Kannur,0
1038,01-11-2020,Maharashtra,27,Pune,0
1039,01-11-2020,Bihar,10,Patna,0
1040,01-11-2020,West Bengal,19,Bagdogra,0
1041,01-11-2020,Andhra Pradesh,28,Visakhapatnam,6
1042,01-11-2020,Chandigarh,4,Chandigarh,0
1043,01-11-2020,Tamil Nadu,33,Madurai,24
1044,01-11-2020,Gujarat,24,Surat,0
1045,01-11-2020,Maharashtra,27,Aurangabad,0
1046,01-11-2020,Bihar,10,Gaya,0
1047,01-11-2020,Madhya Pradesh,23,Indore,6
1048,01-12-2020,Tamil Nadu,33,Chennai,23768
1049,01-12-2020,West Bengal,19,Kolkata,4216
1050,01-12-2020,Gujarat,24,Ahmedabad,3046
1051,01-12-2020,Goa,30,Goa,67
1052,01-12-2020,Assam,18,Guwahati,0
1053,01-12-2020,Uttar Pradesh,9,Lucknow,20
1054,01-12-2020,Rajasthan,8,Jaipur,95
1055,01-12-2020,Kerala,32,Trivandrum,1148
1056,01-12-2020,Odisha,21,Bhubaneswar,0
1057,01-12-2020,Kerala,32,Calicut,633
1058,01-12-2020,Tamil Nadu,33,Coimbatore,27
1059,01-12-2020,Uttar Pradesh,9,Varanasi,0
1060,01-12-2020,Jammu and Kashmir,1,Srinagar,0
1061,01-12-2020,Punjab,3,Amritsar,69
1062,01-12-2020,Karnataka,29,Mangalore,27
